Row ID,Postal Code,Product ID,Customer ID,Order ID,Order Date,Sales,Ship Date
1939,80020.0,OFF-ST-10001505,JE-15715,CA-2017-112109,08/07/2017,33.488,12/07/2017
1940,80020.0,OFF-BI-10001634,JE-15715,CA-2017-112109,08/07/2017,8.736,12/07/2017
1941,80020.0,FUR-CH-10004287,JE-15715,CA-2017-112109,08/07/2017,662.88,12/07/2017
1942,62301.0,OFF-LA-10004544,CP-12085,CA-2018-144064,29/08/2018,47.36,01/09/2018
1943,62301.0,OFF-ST-10004507,CP-12085,CA-2018-144064,29/08/2018,27.44,01/09/2018
1944,62301.0,OFF-BI-10002012,CP-12085,CA-2018-144064,29/08/2018,3.24,01/09/2018
1945,75007.0,TEC-AC-10001109,EA-14035,CA-2017-108581,20/06/2017,95.968,26/06/2017
1946,75007.0,OFF-PA-10000809,EA-14035,CA-2017-108581,20/06/2017,10.368,26/06/2017
1947,10009.0,OFF-AR-10000658,AC-10615,CA-2018-157987,02/09/2018,23.1,06/09/2018
1948,10009.0,FUR-FU-10001196,AC-10615,CA-2018-157987,02/09/2018,11.54,06/09/2018
1949,10009.0,FUR-TA-10001889,AC-10615,CA-2018-157987,02/09/2018,254.526,06/09/2018
1950,10009.0,OFF-AP-10000358,AC-10615,CA-2018-157987,02/09/2018,12.98,06/09/2018
1951,10009.0,OFF-BI-10004970,AC-10615,CA-2018-157987,02/09/2018,26.432,06/09/2018
1952,10009.0,TEC-PH-10003885,AC-10615,CA-2018-157987,02/09/2018,197.97,06/09/2018
1953,10009.0,OFF-LA-10001641,AC-10615,CA-2018-157987,02/09/2018,18.9,06/09/2018
1954,10009.0,FUR-CH-10003379,AC-10615,CA-2018-157987,02/09/2018,1282.41,06/09/2018
1955,10009.0,OFF-AR-10004582,AC-10615,CA-2018-157987,02/09/2018,4.92,06/09/2018
1956,10009.0,TEC-AC-10002842,AC-10615,CA-2018-157987,02/09/2018,238.0,06/09/2018
1957,10009.0,TEC-AC-10000109,AC-10615,CA-2018-157987,02/09/2018,167.97,06/09/2018
1958,10009.0,OFF-PA-10003893,AC-10615,CA-2018-157987,02/09/2018,17.12,06/09/2018
1959,65807.0,OFF-BI-10003669,RW-19690,CA-2018-110905,10/09/2018,16.2,15/09/2018
1960,65807.0,OFF-AP-10004785,RW-19690,CA-2018-110905,10/09/2018,33.99,15/09/2018
1961,65807.0,TEC-AC-10003023,RW-19690,CA-2018-110905,10/09/2018,296.85,15/09/2018
1962,65807.0,TEC-AC-10002217,RW-19690,CA-2018-110905,10/09/2018,112.8,15/09/2018
1963,65807.0,OFF-BI-10002954,RW-19690,CA-2018-110905,10/09/2018,13.71,15/09/2018
1964,65807.0,OFF-PA-10002586,RW-19690,CA-2018-110905,10/09/2018,24.9,15/09/2018
1965,65807.0,OFF-ST-10000025,RW-19690,CA-2018-110905,10/09/2018,286.29,15/09/2018
1966,65807.0,OFF-AP-10003281,RW-19690,CA-2018-110905,10/09/2018,24.18,15/09/2018
1967,7501.0,TEC-PH-10002103,DB-13210,CA-2018-165841,21/12/2018,281.97,28/12/2018
1968,7501.0,OFF-SU-10000898,DB-13210,CA-2018-165841,21/12/2018,69.5,28/12/2018
1969,7501.0,OFF-PA-10001144,DB-13210,CA-2018-165841,21/12/2018,166.44,28/12/2018
1970,74133.0,TEC-AC-10004659,BD-11320,CA-2018-117485,23/09/2018,291.96,29/09/2018
1971,60623.0,OFF-AR-10004752,ML-17755,CA-2018-140242,06/05/2018,6.408,11/05/2018
1972,60623.0,TEC-AC-10004659,ML-17755,CA-2018-140242,06/05/2018,408.744,11/05/2018
1973,60610.0,OFF-BI-10001249,JD-16015,CA-2015-148950,14/12/2015,5.104,19/12/2015
1974,60610.0,OFF-FA-10003059,JD-16015,CA-2015-148950,14/12/2015,2.896,19/12/2015
1975,60610.0,TEC-AC-10002718,JD-16015,CA-2015-148950,14/12/2015,35.016,19/12/2015
1976,36116.0,OFF-ST-10001522,AS-10225,CA-2015-110408,18/10/2015,275.97,20/10/2015
1977,36116.0,TEC-PH-10002352,AS-10225,CA-2015-110408,18/10/2015,1394.95,20/10/2015
1978,36116.0,FUR-CH-10003774,AS-10225,CA-2015-110408,18/10/2015,545.88,20/10/2015
1979,97301.0,OFF-AR-10000127,AA-10375,CA-2016-109939,08/05/2016,5.248,12/05/2016
1980,85301.0,FUR-CH-10004086,KT-16465,CA-2017-112669,14/04/2017,933.536,14/04/2017
1981,85301.0,OFF-ST-10001228,KT-16465,CA-2017-112669,14/04/2017,42.976,14/04/2017
1982,31907.0,OFF-BI-10004187,MM-18280,CA-2016-119592,14/12/2016,3.76,16/12/2016
1983,73120.0,TEC-PH-10003811,NG-18430,CA-2015-122749,03/12/2015,479.96,09/12/2015
1984,94513.0,OFF-AP-10000240,LW-16825,CA-2015-164721,25/11/2015,320.88,27/11/2015
1985,94513.0,FUR-FU-10001940,LW-16825,CA-2015-164721,25/11/2015,23.88,27/11/2015
1986,94513.0,OFF-PA-10000575,LW-16825,CA-2015-164721,25/11/2015,26.76,27/11/2015
1987,43229.0,TEC-CO-10001449,CB-12415,CA-2017-147417,25/07/2017,1439.976,27/07/2017
1988,65807.0,OFF-BI-10002393,AS-10090,CA-2016-127509,09/11/2016,17.22,13/11/2016
1989,65807.0,FUR-TA-10002855,AS-10090,CA-2016-127509,09/11/2016,1024.38,13/11/2016
1990,65807.0,OFF-EN-10000781,AS-10090,CA-2016-127509,09/11/2016,26.22,13/11/2016
1991,65807.0,OFF-PA-10002160,AS-10090,CA-2016-127509,09/11/2016,17.34,13/11/2016
1992,19134.0,OFF-BI-10004970,CB-12415,CA-2018-111374,24/02/2018,4.956,28/02/2018
1993,97477.0,OFF-LA-10003923,ML-17755,CA-2018-133648,25/06/2018,71.04,02/07/2018
1994,97477.0,OFF-AR-10002257,ML-17755,CA-2018-133648,25/06/2018,5.344,02/07/2018
1995,97477.0,OFF-FA-10004395,ML-17755,CA-2018-133648,25/06/2018,11.304,02/07/2018
1996,77036.0,OFF-AP-10002534,JS-16030,US-2018-147221,02/12/2018,294.62,04/12/2018
1997,77036.0,FUR-FU-10004020,JS-16030,US-2018-147221,02/12/2018,8.752,04/12/2018
1998,23320.0,OFF-LA-10002787,ND-18460,CA-2015-131905,06/02/2015,15.0,09/02/2015
1999,23320.0,TEC-PH-10003645,ND-18460,CA-2015-131905,06/02/2015,161.61,09/02/2015
2000,23320.0,TEC-PH-10001615,ND-18460,CA-2015-131905,06/02/2015,144.95,09/02/2015
2001,91104.0,TEC-AC-10001767,LW-17215,CA-2018-166128,11/04/2018,199.95,18/04/2018
2002,91104.0,OFF-AR-10001221,LW-17215,CA-2018-166128,11/04/2018,41.86,18/04/2018
2003,40214.0,OFF-ST-10000563,JW-15955,CA-2018-163510,25/12/2018,95.94,28/12/2018
2004,40214.0,FUR-CH-10001146,JW-15955,CA-2018-163510,25/12/2018,304.45,28/12/2018
2005,79424.0,OFF-BI-10004738,SC-20050,US-2018-143028,11/04/2018,11.364,18/04/2018
2006,65203.0,OFF-AR-10000034,RW-19630,CA-2015-111150,31/12/2015,29.68,04/01/2016
2007,65203.0,TEC-AC-10000290,RW-19630,CA-2015-111150,31/12/2015,47.53,04/01/2016
2008,60623.0,FUR-BO-10003034,CM-12190,CA-2018-165386,03/08/2018,183.372,04/08/2018
2009,37604.0,OFF-AR-10001315,JF-15190,CA-2015-116407,15/11/2015,4.224,21/11/2015
2010,37604.0,OFF-AP-10002118,JF-15190,CA-2015-116407,15/11/2015,333.056,21/11/2015
2011,37604.0,OFF-PA-10002137,JF-15190,CA-2015-116407,15/11/2015,24.896,21/11/2015
2012,77041.0,TEC-AC-10001606,SC-20800,CA-2016-155761,11/12/2016,159.984,11/12/2016
2013,77041.0,OFF-ST-10000943,SC-20800,CA-2016-155761,11/12/2016,46.344,11/12/2016
2014,36830.0,FUR-CH-10001854,AM-10705,CA-2017-145905,18/09/2017,350.98,23/09/2017
2015,36830.0,OFF-PA-10000533,AM-10705,CA-2017-145905,18/09/2017,13.08,23/09/2017
2016,36830.0,OFF-ST-10003716,AM-10705,CA-2017-145905,18/09/2017,900.08,23/09/2017
2017,92404.0,OFF-BI-10000088,BK-11260,CA-2016-113110,19/03/2016,17.568,23/03/2016
2018,92404.0,OFF-LA-10000240,BK-11260,CA-2016-113110,19/03/2016,14.62,23/03/2016
2019,92404.0,OFF-SU-10001165,BK-11260,CA-2016-113110,19/03/2016,33.36,23/03/2016
2020,92404.0,OFF-PA-10002749,BK-11260,CA-2016-113110,19/03/2016,40.14,23/03/2016
2021,2908.0,OFF-ST-10001490,RH-19510,CA-2017-168354,19/09/2017,1606.23,21/09/2017
2022,2908.0,OFF-PA-10002377,RH-19510,CA-2017-168354,19/09/2017,17.04,21/09/2017
2023,2908.0,OFF-BI-10004826,RH-19510,CA-2017-168354,19/09/2017,49.53,21/09/2017
2024,2908.0,FUR-CH-10004675,RH-19510,CA-2017-168354,19/09/2017,872.32,21/09/2017
2025,93727.0,OFF-BI-10002867,GM-14500,US-2018-111241,20/08/2018,239.12,22/08/2018
2026,98103.0,FUR-BO-10004409,MC-17275,CA-2016-114237,13/03/2016,141.96,15/03/2016
2027,93534.0,OFF-BI-10002225,VM-21685,CA-2017-113516,08/09/2017,33.024,10/09/2017
2028,93534.0,OFF-BI-10001989,VM-21685,CA-2017-113516,08/09/2017,67.136,10/09/2017
2029,1453.0,OFF-BI-10000343,GP-14740,CA-2016-117961,26/11/2016,14.73,30/11/2016
2030,1453.0,OFF-ST-10001172,GP-14740,CA-2016-117961,26/11/2016,104.9,30/11/2016
2031,1453.0,OFF-BI-10003707,GP-14740,CA-2016-117961,26/11/2016,61.04,30/11/2016
2032,1453.0,OFF-PA-10001274,GP-14740,CA-2016-117961,26/11/2016,10.95,30/11/2016
2033,76106.0,OFF-PA-10002250,GB-14530,CA-2017-128923,09/12/2017,9.392,13/12/2017
2034,76106.0,OFF-AR-10000475,GB-14530,CA-2017-128923,09/12/2017,9.328,13/12/2017
2035,55901.0,OFF-BI-10002976,CT-11995,CA-2018-162481,25/09/2018,8.26,29/09/2018
2036,55901.0,FUR-CH-10003061,CT-11995,CA-2018-162481,25/09/2018,269.97,29/09/2018
2037,59715.0,OFF-PA-10002893,CW-11905,CA-2016-119214,23/01/2016,29.04,27/01/2016
2038,59715.0,OFF-LA-10003077,CW-11905,CA-2016-119214,23/01/2016,14.62,27/01/2016
2039,85345.0,OFF-PA-10001661,SN-20560,CA-2016-122287,18/06/2016,11.952,23/06/2016
2040,85345.0,OFF-BI-10004656,SN-20560,CA-2016-122287,18/06/2016,4.536,23/06/2016
2041,85345.0,OFF-BI-10003707,SN-20560,CA-2016-122287,18/06/2016,9.156,23/06/2016
2042,85345.0,FUR-FU-10004973,SN-20560,CA-2016-122287,18/06/2016,75.36,23/06/2016
2043,92105.0,OFF-BI-10004817,EB-13705,CA-2016-104493,02/10/2016,57.504,08/10/2016
2044,44107.0,OFF-AR-10001860,JW-15220,US-2018-158946,18/11/2018,38.864,23/11/2018
2045,77095.0,OFF-PA-10001639,KB-16585,CA-2015-129168,17/08/2015,15.552,23/08/2015
2046,8861.0,OFF-AP-10004487,MC-17590,CA-2017-131835,17/07/2017,162.64,21/07/2017
2047,8861.0,TEC-PH-10001760,MC-17590,CA-2017-131835,17/07/2017,597.0,21/07/2017
2048,8861.0,OFF-PA-10004071,MC-17590,CA-2017-131835,17/07/2017,55.48,21/07/2017
2049,19134.0,FUR-FU-10004848,CK-12595,CA-2016-142237,11/07/2016,289.8,13/07/2016
2050,19134.0,OFF-BI-10004022,CK-12595,CA-2016-142237,11/07/2016,2.502,13/07/2016
2051,19134.0,OFF-BI-10003669,CK-12595,CA-2016-142237,11/07/2016,6.48,13/07/2016
2052,19134.0,FUR-CH-10003833,CK-12595,CA-2016-142237,11/07/2016,341.488,13/07/2016
2053,19134.0,OFF-AR-10003732,CK-12595,CA-2016-142237,11/07/2016,11.12,13/07/2016
2054,19134.0,FUR-FU-10003142,CK-12595,CA-2016-142237,11/07/2016,25.344,13/07/2016
2055,47374.0,FUR-FU-10001196,RD-19480,CA-2017-136434,01/12/2017,17.31,07/12/2017
2056,48227.0,TEC-AC-10001114,TP-21130,CA-2018-120376,22/12/2018,199.95,25/12/2018
2057,48227.0,FUR-CH-10002335,TP-21130,CA-2018-120376,22/12/2018,1586.69,25/12/2018
2058,48227.0,TEC-AC-10000844,TP-21130,CA-2018-120376,22/12/2018,84.99,25/12/2018
2059,48227.0,FUR-TA-10004534,TP-21130,CA-2018-120376,22/12/2018,411.8,25/12/2018
2060,90049.0,OFF-FA-10002975,GG-14650,CA-2015-106439,31/10/2015,11.34,04/11/2015
2061,90049.0,OFF-ST-10003996,GG-14650,CA-2015-106439,31/10/2015,80.3,04/11/2015
2062,90049.0,OFF-BI-10002571,GG-14650,CA-2015-106439,31/10/2015,15.968,04/11/2015
2063,90049.0,OFF-PA-10000477,GG-14650,CA-2015-106439,31/10/2015,64.74,04/11/2015
2064,90049.0,OFF-BI-10004209,GG-14650,CA-2015-106439,31/10/2015,19.296,04/11/2015
2065,90049.0,OFF-ST-10001963,GG-14650,CA-2015-106439,31/10/2015,405.64,04/11/2015
2066,90049.0,FUR-CH-10003833,GG-14650,CA-2015-106439,31/10/2015,146.352,04/11/2015
2067,90049.0,TEC-AC-10004568,GG-14650,CA-2015-106439,31/10/2015,251.91,04/11/2015
2068,90049.0,OFF-AR-10001419,GG-14650,CA-2015-106439,31/10/2015,12.39,04/11/2015
2069,91767.0,TEC-AC-10002800,ZC-21910,CA-2016-133452,13/04/2016,199.96,19/04/2016
2070,91767.0,FUR-TA-10003954,ZC-21910,CA-2016-133452,13/04/2016,710.832,19/04/2016
2071,19134.0,OFF-BI-10000301,CC-12610,CA-2017-146521,21/07/2017,1.941,23/07/2017
2072,91761.0,FUR-CH-10003956,KA-16525,US-2018-110996,20/11/2018,283.92,25/11/2018
2073,98105.0,OFF-BI-10002954,TC-20980,CA-2017-129693,26/11/2017,7.312,02/12/2017
2074,94513.0,TEC-AC-10003289,DB-13270,CA-2018-122504,07/11/2018,59.97,12/11/2018
2075,94513.0,TEC-PH-10002468,DB-13270,CA-2018-122504,07/11/2018,761.544,12/11/2018
2076,94122.0,FUR-FU-10001861,TR-21325,CA-2015-131051,01/12/2015,58.2,05/12/2015
2077,21215.0,OFF-PA-10004082,BF-11080,CA-2018-140676,12/09/2018,39.9,15/09/2018
2078,21215.0,OFF-AP-10000358,BF-11080,CA-2018-140676,12/09/2018,90.86,15/09/2018
2079,21215.0,OFF-PA-10004243,BF-11080,CA-2018-140676,12/09/2018,94.85,15/09/2018
2080,85023.0,OFF-PA-10001295,MS-17365,CA-2016-120103,24/12/2016,106.232,29/12/2016
2081,85023.0,TEC-PH-10002170,MS-17365,CA-2016-120103,24/12/2016,111.984,29/12/2016
2082,85023.0,FUR-FU-10002885,MS-17365,CA-2016-120103,24/12/2016,7.712,29/12/2016
2083,90008.0,OFF-PA-10002870,CK-12595,CA-2018-104647,23/02/2018,37.44,01/03/2018
2084,77036.0,OFF-LA-10003923,ED-13885,CA-2015-110352,23/11/2015,23.68,29/11/2015
2085,10009.0,OFF-LA-10003510,IM-15070,CA-2017-140501,23/06/2017,122.12,28/06/2017
2086,10009.0,OFF-LA-10000248,IM-15070,CA-2017-140501,23/06/2017,18.45,28/06/2017
2087,10009.0,OFF-ST-10000060,IM-15070,CA-2017-140501,23/06/2017,324.9,28/06/2017
2088,10009.0,OFF-PA-10003129,IM-15070,CA-2017-140501,23/06/2017,146.73,28/06/2017
2089,10009.0,OFF-FA-10004076,IM-15070,CA-2017-140501,23/06/2017,3.96,28/06/2017
2090,91730.0,OFF-LA-10004008,MY-17380,CA-2016-139290,26/10/2016,5.76,30/10/2016
2091,19805.0,OFF-BI-10004094,MM-17260,CA-2018-166142,15/07/2018,26.55,19/07/2018
2092,19805.0,FUR-TA-10004607,MM-17260,CA-2018-166142,15/07/2018,310.443,19/07/2018
2093,56560.0,FUR-CH-10004289,MP-17470,CA-2015-145926,17/11/2015,479.9,21/11/2015
2094,87401.0,OFF-SU-10004498,AW-10840,CA-2016-149678,13/04/2016,12.88,15/04/2016
2095,28403.0,OFF-AR-10001177,SF-20065,US-2016-164357,25/11/2016,13.12,29/11/2016
2096,39212.0,OFF-BI-10001718,SN-20710,US-2017-146570,15/05/2017,511.84,20/05/2017
2097,39212.0,OFF-AR-10004602,SN-20710,US-2017-146570,15/05/2017,91.96,20/05/2017
2098,39212.0,OFF-AR-10003856,SN-20710,US-2017-146570,15/05/2017,8.34,20/05/2017
2099,97206.0,OFF-ST-10000649,RD-19900,CA-2018-124401,07/09/2018,37.68,12/09/2018
2100,97206.0,TEC-AC-10002926,RD-19900,CA-2018-124401,07/09/2018,279.944,12/09/2018
2101,80219.0,OFF-ST-10000078,KT-16480,US-2015-140116,10/03/2015,636.408,17/03/2015
2102,80219.0,OFF-AR-10001044,KT-16480,US-2015-140116,10/03/2015,83.168,17/03/2015
2103,85705.0,FUR-CH-10002372,AH-10120,CA-2015-123295,18/07/2015,259.136,18/07/2015
2104,10009.0,OFF-PA-10000357,BM-11650,CA-2018-167101,24/03/2018,221.92,28/03/2018
2105,10009.0,TEC-AC-10001266,BM-11650,CA-2018-167101,24/03/2018,26.0,28/03/2018
2106,33437.0,OFF-PA-10004888,BW-11200,US-2015-167633,30/09/2015,15.552,05/10/2015
2107,75150.0,OFF-BI-10003460,HG-14965,US-2015-152723,26/09/2015,0.876,26/09/2015
2108,92374.0,OFF-PA-10000157,SG-20080,CA-2016-164882,31/10/2016,19.98,31/10/2016
2109,92374.0,OFF-BI-10004519,SG-20080,CA-2016-164882,31/10/2016,398.352,31/10/2016
2110,92374.0,OFF-AR-10004272,SG-20080,CA-2016-164882,31/10/2016,5.04,31/10/2016
2111,92374.0,OFF-FA-10000585,SG-20080,CA-2016-164882,31/10/2016,17.45,31/10/2016
2112,92374.0,FUR-CH-10004218,SG-20080,CA-2016-164882,31/10/2016,323.136,31/10/2016
2113,92374.0,OFF-SU-10004231,SG-20080,CA-2016-164882,31/10/2016,29.7,31/10/2016
2114,92374.0,TEC-PH-10001578,SG-20080,CA-2016-164882,31/10/2016,1295.84,31/10/2016
2115,92374.0,OFF-ST-10003638,SG-20080,CA-2016-164882,31/10/2016,46.84,31/10/2016
2116,92374.0,FUR-BO-10002213,SG-20080,CA-2016-164882,31/10/2016,425.833,31/10/2016
2117,14609.0,FUR-TA-10001307,RK-19300,CA-2016-159786,12/10/2016,209.67,17/10/2016
2118,95207.0,OFF-PA-10002222,SW-20245,CA-2017-130267,19/09/2017,159.88,23/09/2017
2119,98105.0,OFF-PA-10002479,RW-19630,CA-2018-155460,13/04/2018,5.28,15/04/2018
2120,98105.0,OFF-BI-10003091,RW-19630,CA-2018-155460,13/04/2018,895.92,15/04/2018
2121,32174.0,OFF-BI-10000145,TS-21085,US-2018-168690,07/01/2018,2.808,13/01/2018
2122,94086.0,FUR-CH-10003061,JB-15400,CA-2018-158246,09/11/2018,215.976,11/11/2018
2123,48911.0,FUR-BO-10001972,EH-14005,CA-2018-167381,22/09/2018,241.96,24/09/2018
2124,48911.0,OFF-LA-10000134,EH-14005,CA-2018-167381,22/09/2018,27.72,24/09/2018
2125,19143.0,OFF-EN-10003040,EH-14005,CA-2018-144862,01/12/2018,104.68,05/12/2018
2126,19143.0,TEC-PH-10000923,EH-14005,CA-2018-144862,01/12/2018,62.958,05/12/2018
2127,19143.0,TEC-AC-10000158,BS-11665,CA-2015-126032,23/06/2015,86.376,28/06/2015
2128,19134.0,FUR-FU-10003623,JK-16120,CA-2016-134859,04/10/2016,64.944,09/10/2016
2129,19134.0,OFF-PA-10001293,JK-16120,CA-2016-134859,04/10/2016,20.736,09/10/2016
2130,3820.0,OFF-AP-10000124,RF-19345,US-2015-114188,20/05/2015,33.28,22/05/2015
2131,3820.0,OFF-AR-10004511,RF-19345,US-2015-114188,20/05/2015,38.52,22/05/2015
2132,3820.0,FUR-FU-10000076,RF-19345,US-2015-114188,20/05/2015,139.86,22/05/2015
2133,10011.0,OFF-PA-10003883,DL-12865,CA-2016-156524,20/11/2016,19.65,26/11/2016
2134,19134.0,OFF-BI-10003656,WB-21850,CA-2016-122210,30/11/2016,152.991,04/12/2016
2135,19134.0,OFF-FA-10000053,WB-21850,CA-2016-122210,30/11/2016,10.584,04/12/2016
2136,19134.0,TEC-PH-10002807,WB-21850,CA-2016-122210,30/11/2016,94.92,04/12/2016
2137,75051.0,FUR-FU-10002364,TB-21625,CA-2016-156377,31/12/2016,14.76,05/01/2017
2138,75051.0,OFF-BI-10002954,TB-21625,CA-2016-156377,31/12/2016,3.656,05/01/2017
2139,10009.0,OFF-PA-10004092,CB-12415,US-2018-157896,16/11/2018,146.82,16/11/2018
2140,11561.0,OFF-BI-10003982,GT-14635,CA-2015-159520,06/06/2015,149.544,11/06/2015
2141,11561.0,OFF-SU-10001664,GT-14635,CA-2015-159520,06/06/2015,17.14,11/06/2015
2142,11561.0,FUR-TA-10003238,GT-14635,CA-2015-159520,06/06/2015,991.764,11/06/2015
2143,19140.0,OFF-PA-10004675,DK-13225,CA-2017-155481,01/09/2017,30.48,05/09/2017
2144,19140.0,TEC-PH-10002293,DK-13225,CA-2017-155481,01/09/2017,23.988,05/09/2017
2145,19140.0,OFF-FA-10002780,DK-13225,CA-2017-155481,01/09/2017,16.688,05/09/2017
2146,17403.0,FUR-CH-10002965,TS-21160,US-2017-152051,25/06/2017,422.058,29/06/2017
2147,17403.0,OFF-BI-10004781,TS-21160,US-2017-152051,25/06/2017,38.088,29/06/2017
2148,17403.0,OFF-ST-10001713,TS-21160,US-2017-152051,25/06/2017,254.352,29/06/2017
2149,94521.0,FUR-FU-10003975,WB-21850,CA-2015-141607,12/12/2015,43.31,17/12/2015
2150,10035.0,TEC-PH-10001536,DO-13435,CA-2018-102771,31/03/2018,84.95,05/04/2018
2151,77840.0,FUR-CH-10001973,AF-10870,US-2018-139969,19/11/2018,233.058,26/11/2018
2152,63116.0,TEC-AC-10001772,RB-19435,CA-2015-167360,24/11/2015,111.79,29/11/2015
2153,2169.0,OFF-PA-10002586,AR-10540,CA-2016-123505,22/11/2016,14.94,26/11/2016
2154,10009.0,OFF-BI-10004094,DR-12880,CA-2017-117282,14/07/2017,14.16,18/07/2017
2155,75081.0,FUR-FU-10004973,BF-11170,US-2017-120460,30/04/2017,22.608,05/05/2017
2156,90032.0,OFF-FA-10000624,LB-16735,CA-2017-111115,25/07/2017,21.48,27/07/2017
2157,55407.0,OFF-ST-10001097,DV-13465,CA-2015-124646,22/06/2015,501.81,24/06/2015
2158,55407.0,OFF-ST-10001469,DV-13465,CA-2015-124646,22/06/2015,161.94,24/06/2015
2159,32725.0,OFF-AR-10004956,NK-18490,CA-2018-148166,21/10/2018,17.856,26/10/2018
2160,60610.0,OFF-BI-10004236,CS-11950,CA-2017-159737,03/09/2017,8.808,09/09/2017
2161,45231.0,FUR-FU-10002937,LH-17155,CA-2017-141019,14/05/2017,79.384,14/05/2017
2162,94601.0,OFF-AR-10003696,DW-13480,CA-2017-101938,07/01/2017,34.58,12/01/2017
2163,95336.0,OFF-PA-10004359,KF-16285,CA-2018-166296,13/03/2018,314.55,19/03/2018
2164,78041.0,TEC-AC-10002402,HA-14920,CA-2017-154018,13/10/2017,191.976,19/10/2017
2165,78041.0,OFF-PA-10000551,HA-14920,CA-2017-154018,13/10/2017,8.288,19/10/2017
2166,78041.0,FUR-FU-10003394,HA-14920,CA-2017-154018,13/10/2017,139.92,19/10/2017
2167,78041.0,OFF-AR-10002067,HA-14920,CA-2017-154018,13/10/2017,15.872,19/10/2017
2168,78041.0,OFF-BI-10004140,HA-14920,CA-2017-154018,13/10/2017,6.286,19/10/2017
2169,44240.0,OFF-AR-10004078,JH-15820,CA-2018-117870,27/01/2018,14.016,30/01/2018
2170,44240.0,TEC-AC-10000927,JH-15820,CA-2018-117870,27/01/2018,71.976,30/01/2018
2171,44240.0,TEC-PH-10003931,JH-15820,CA-2018-117870,27/01/2018,107.982,30/01/2018
2172,76903.0,FUR-CH-10004675,LC-16930,US-2018-137491,19/11/2018,305.312,25/11/2018
2173,94122.0,OFF-BI-10004506,IL-15100,CA-2015-152296,01/08/2015,19.752,03/08/2015
2174,77070.0,OFF-BI-10002353,LS-16975,CA-2017-112025,30/07/2017,9.264,04/08/2017
2175,77041.0,OFF-ST-10000943,CC-12610,CA-2016-132507,30/07/2016,61.792,03/08/2016
2176,84106.0,OFF-PA-10000740,PB-18805,CA-2017-125738,15/10/2017,45.68,21/10/2017
2177,84106.0,OFF-PA-10003001,PB-18805,CA-2017-125738,15/10/2017,60.12,21/10/2017
2178,84106.0,OFF-BI-10001628,PB-18805,CA-2017-125738,15/10/2017,41.72,21/10/2017
2179,84106.0,OFF-PA-10001509,PB-18805,CA-2017-125738,15/10/2017,71.6,21/10/2017
2180,10009.0,OFF-BI-10000309,CJ-12010,CA-2017-128818,07/05/2017,85.232,11/05/2017
2181,10009.0,OFF-LA-10003923,CJ-12010,CA-2017-128818,07/05/2017,44.4,11/05/2017
2182,10009.0,FUR-CH-10002084,CJ-12010,CA-2017-128818,07/05/2017,442.764,11/05/2017
2183,10009.0,TEC-MA-10000488,CJ-12010,CA-2017-128818,07/05/2017,3999.95,11/05/2017
2184,10009.0,TEC-AC-10001767,CJ-12010,CA-2017-128818,07/05/2017,199.95,11/05/2017
2185,10009.0,FUR-FU-10001940,CJ-12010,CA-2017-128818,07/05/2017,63.68,11/05/2017
2186,93905.0,OFF-BI-10002735,HK-14890,CA-2018-124576,01/08/2018,54.896,04/08/2018
2187,35810.0,TEC-AC-10002345,RH-19600,CA-2017-101378,14/07/2017,29.0,14/07/2017
2188,47201.0,OFF-EN-10003134,IL-15100,CA-2018-143063,10/08/2018,70.08,15/08/2018
2189,47201.0,FUR-FU-10003708,IL-15100,CA-2018-143063,10/08/2018,121.3,15/08/2018
2190,47201.0,TEC-PH-10003645,IL-15100,CA-2018-143063,10/08/2018,1454.49,15/08/2018
2191,90049.0,OFF-AP-10000692,AS-10240,CA-2017-118913,25/06/2017,60.81,29/06/2017
2192,98105.0,OFF-BI-10001718,AP-10915,CA-2017-128412,10/12/2017,153.552,17/12/2017
2193,98105.0,OFF-AP-10002082,AP-10915,CA-2017-128412,10/12/2017,65.34,17/12/2017
2194,98105.0,OFF-PA-10001125,AP-10915,CA-2017-128412,10/12/2017,123.92,17/12/2017
2195,98105.0,OFF-AP-10000252,AP-10915,CA-2017-128412,10/12/2017,35.1,17/12/2017
2196,98105.0,TEC-AC-10003038,AP-10915,CA-2017-128412,10/12/2017,44.75,17/12/2017
2197,37918.0,OFF-AR-10000940,AG-10390,CA-2017-136483,01/12/2017,4.704,06/12/2017
2198,36116.0,OFF-AR-10001954,BF-11080,CA-2015-163013,28/11/2015,14.67,04/12/2015
2199,19120.0,OFF-PA-10003177,CK-12205,CA-2016-135363,28/03/2016,15.552,02/04/2016
2200,19120.0,OFF-PA-10000533,CK-12205,CA-2016-135363,28/03/2016,5.232,02/04/2016
2201,72209.0,FUR-FU-10001935,LT-17110,US-2015-165659,01/06/2015,22.2,06/06/2015
2202,72209.0,TEC-PH-10002563,LT-17110,US-2015-165659,01/06/2015,881.93,06/06/2015
2203,98103.0,OFF-BI-10002160,BT-11305,CA-2016-138002,06/09/2016,6.096,12/09/2016
2204,98103.0,FUR-FU-10004748,BT-11305,CA-2016-138002,06/09/2016,191.82,12/09/2016
2205,17602.0,FUR-FU-10001473,SC-20725,CA-2016-128860,29/06/2016,20.104,05/07/2016
2206,37620.0,OFF-AR-10000538,CG-12040,CA-2017-164350,10/09/2017,67.56,12/09/2017
